volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
630278.265031,BTCETH,2118.01525552,297.62152312,1086,BTC,ETH
3666666.63121,BTCEUR,948.06379459,3867.7121707,3023,BTC,EUR
181822.781559,BTCLTC,3516.01728259,51.7131962249,289,BTC,LTC
29504494.5341,BTCUSD,7666.03498605,3842.67856061,10303,BTC,USD
128608.759538,BTCXRP,689931.770017,0.186077220216,302,BTC,XRP
978307.74339,ETHBTC,3297.03095183,297.07397169,1420,ETH,BTC
1125160.12201,ETHEUR,3841.47117025,292.114231887,1856,ETH,EUR
2898569.85449,ETHUSD,9936.97435061,291.040669833,4001,ETH,USD
4344218.5576,EURBTC,1125.62759146,3862.38606191,4351,EUR,BTC
3422882.30793,EURETH,11644.2500605,293.124768794,3426,EUR,ETH
519506.807194,EURLTC,10122.2541553,51.2905231193,1411,EUR,LTC
540709.278537,EURUSD,456896.12507,1.1831095935,984,EUR,USD
269576.412346,EURXRP,1479201.53495,0.182107825309,694,EUR,XRP
62132.7352579,LTCBTC,1205.38413927,51.4573247442,133,LTC,BTC
365778.350037,LTCEUR,7141.19007264,51.4044547331,738,LTC,EUR
2025197.6237,LTCUSD,39868.4712894,50.6079861797,2026,LTC,USD
28169681.9398,USDBTC,7324.30124627,3839.29218678,9562,USD,BTC
3851052.46875,USDETH,13184.9380957,291.38962111,5173,USD,ETH
281150.760451,USDEUR,236666.61841,1.18706266553,589,USD,EUR
1396378.55029,USDLTC,27475.4133561,50.7453938964,1409,USD,LTC
670927.226193,USDXRP,3684896.78899,0.182166212511,1167,USD,XRP
106754.024933,XRPBTC,574677.693496,0.185587099313,295,XRP,BTC
333535.396381,XRPEUR,1823523.98561,0.182957054818,636,XRP,EUR
1478160.48532,XRPUSD,8152067.80978,0.181205707071,1584,XRP,USD
