volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
759589.905454,BTCETH,2628.43541858,289.108140236,1949,BTC,ETH
8283047.16424,BTCEUR,2120.02448786,3900.83470137,5450,BTC,EUR
192809.14323,BTCLTC,3681.64679368,52.3216200562,254,BTC,LTC
21844353.4843,BTCUSD,5581.88587546,3913.46160141,6513,BTC,USD
194906.05815,BTCXRP,1042136.57159,0.185917394532,614,BTC,XRP
1981762.15024,ETHBTC,6873.01834446,288.480252953,2655,ETH,BTC
1475170.8294,ETHEUR,5133.28563202,288.025087264,1903,ETH,EUR
1921575.7446,ETHUSD,6618.93234545,290.212953042,3024,ETH,USD
4155004.85165,EURBTC,1061.05344172,3911.93769109,4779,EUR,BTC
9195769.83465,EURETH,31890.5894665,288.394774807,7498,EUR,ETH
454191.443256,EURLTC,8675.26318543,52.4807114808,1119,EUR,LTC
279180.408199,EURUSD,236378.6962,1.18159216327,490,EUR,USD
197848.826714,EURXRP,1060229.49663,0.186389884081,647,EUR,XRP
108731.768603,LTCBTC,2077.16134826,52.2756978165,173,LTC,BTC
379600.656439,LTCEUR,7252.19156103,52.420983791,666,LTC,EUR
921510.626665,LTCUSD,17557.1656733,52.4714867841,908,LTC,USD
17399138.5743,USDBTC,4438.66780165,3915.94899458,10155,USD,BTC
2339698.87168,USDETH,8019.78361645,291.040502242,3345,USD,ETH
775435.059814,USDEUR,654235.34003,1.18535232158,1219,USD,EUR
1049774.99857,USDLTC,19997.4905674,52.6022710952,1114,USD,LTC
1184700.48633,USDXRP,6259203.98524,0.188257818982,1591,USD,XRP
221561.05319,XRPBTC,1174776.2172,0.186073787333,391,XRP,BTC
257007.969641,XRPEUR,1388856.70524,0.185214763979,526,XRP,EUR
1104011.4649,XRPUSD,5852807.44295,0.187723335719,1397,XRP,USD
