volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
879755.274282,BTCETH,2904.47648998,303.458735606,1313,BTC,ETH
4448775.92798,BTCEUR,1070.91609127,4160.08373588,3066,BTC,EUR
113781.522927,BTCLTC,2048.92544992,55.2970736271,199,BTC,LTC
20820494.4245,BTCUSD,4973.33619475,4181.99926865,6905,BTC,USD
314728.231354,BTCXRP,1543270.49433,0.203152591245,500,BTC,XRP
916053.828221,ETHBTC,3024.35366898,303.285001041,1445,ETH,BTC
1899146.04551,ETHEUR,6282.46411012,302.601420257,2902,ETH,EUR
2714188.27567,ETHUSD,8949.32405935,303.492739457,3059,ETH,USD
6644282.27417,EURBTC,1589.96948616,4180.70638044,5899,EUR,BTC
3006281.71096,EURETH,9999.69978832,301.718820519,3941,EUR,ETH
485165.833805,EURLTC,8831.66295015,55.1091371392,1013,EUR,LTC
466388.909911,EURUSD,394558.98875,1.18146112344,721,EUR,USD
623527.907713,EURXRP,3103152.40341,0.201405297975,1109,EUR,XRP
83990.7335333,LTCBTC,1517.91723471,55.3742341226,160,LTC,BTC
508181.520725,LTCEUR,9231.70740147,55.0353611642,677,LTC,EUR
1183431.55548,LTCUSD,21380.7694524,55.3789652385,1237,LTC,USD
19499665.7744,USDBTC,4655.25492649,4186.33498356,10643,USD,BTC
2684969.14653,USDETH,8885.24413997,303.285440781,2972,USD,ETH
548302.544918,USDEUR,462421.32469,1.1858996424,783,USD,EUR
908891.814633,USDLTC,16372.2880308,55.469672447,1038,USD,LTC
1069524.2343,USDXRP,5294855.91049,0.202226994498,1454,USD,XRP
452919.430845,XRPBTC,2211594.43091,0.203440317953,465,XRP,BTC
674415.974353,XRPEUR,3346759.8591,0.201448573815,1108,XRP,EUR
1391924.10441,XRPUSD,6895870.30256,0.202176403509,1710,XRP,USD
