volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
345268.499023,BTCETH,1132.06324982,305.40540823,417,BTC,ETH
2220007.05309,BTCEUR,518.60286313,4282.66843821,1508,BTC,EUR
123053.257588,BTCLTC,2228.80083673,55.2060289517,122,BTC,LTC
14821711.2557,BTCUSD,3470.28672944,4282.54368057,3763,BTC,USD
181829.612823,BTCXRP,896099.625528,0.202647750541,353,BTC,XRP
335631.318604,ETHBTC,1101.070133,305.232672518,502,ETH,BTC
664511.036225,ETHEUR,2236.39292044,297.382637573,1161,ETH,EUR
1273960.62901,ETHUSD,4321.03213329,296.813876623,1540,ETH,USD
2894128.32894,EURBTC,674.42190141,4286.50613616,3887,EUR,BTC
983206.533701,EURETH,3316.92526249,298.006134728,1394,EUR,ETH
173788.069434,EURLTC,3222.44471133,54.0358664982,558,EUR,LTC
454053.052429,EURUSD,384829.78626,1.1799323913,644,EUR,USD
227387.353487,EURXRP,1140607.54744,0.199624748128,492,EUR,XRP
180976.860594,LTCBTC,3273.72093754,55.2343723747,202,LTC,BTC
344970.564535,LTCEUR,6394.54184277,53.9063160737,562,LTC,EUR
649104.154123,LTCUSD,12055.5986928,53.8063727121,601,LTC,USD
16043949.6592,USDBTC,3739.59669366,4294.91714286,6524,USD,BTC
1355098.65648,USDETH,4558.01459924,297.823175758,1650,USD,ETH
278792.738861,USDEUR,235637.04022,1.18303667488,406,USD,EUR
698203.58373,USDLTC,12953.9914078,53.9168328841,742,USD,LTC
336691.20054,USDXRP,1686138.23026,0.200038673469,588,USD,XRP
133689.994154,XRPBTC,659304.262018,0.202732846667,237,XRP,BTC
157457.319816,XRPEUR,796377.98765,0.197780909338,352,XRP,EUR
686034.242093,XRPUSD,3446587.00174,0.198933054187,812,XRP,USD
