volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
875830.397853,BTCETH,2991.35474575,292.688139629,1599,BTC,ETH
2899255.0946,BTCEUR,703.03569969,4123.29598788,2596,BTC,EUR
207408.514462,BTCLTC,3886.87975423,53.263544491,211,BTC,LTC
25245239.991,BTCUSD,6124.78352729,4125.83159946,8084,BTC,USD
296825.76479,BTCXRP,1500909.92003,0.197432344344,458,BTC,XRP
1085862.92019,ETHBTC,3711.98466885,292.740383286,1779,ETH,BTC
2356807.11752,ETHEUR,8115.17267423,290.281930461,3513,ETH,EUR
3457494.93486,ETHUSD,11964.3189978,290.100520153,3672,ETH,USD
4951610.46684,EURBTC,1195.75472878,4142.74319639,4914,EUR,BTC
2168056.70927,EURETH,7482.14544988,290.52927044,3526,EUR,ETH
428102.314467,EURLTC,8143.62317642,52.7215804409,997,EUR,LTC
645326.232978,EURUSD,546706.84416,1.1805274882,1059,EUR,USD
273097.104706,EURXRP,1397126.98699,0.195392972713,744,EUR,XRP
169468.061403,LTCBTC,3178.72181811,53.1917214604,293,LTC,BTC
532606.405986,LTCEUR,10138.5058874,52.597722745,941,LTC,EUR
1577883.72656,LTCUSD,30049.8365791,52.5848317128,1337,LTC,USD
25089951.5239,USDBTC,6066.88641133,4137.98658704,11219,USD,BTC
4278824.29061,USDETH,14764.2564764,290.720531629,4458,USD,ETH
426279.520899,USDEUR,359803.07572,1.18410527301,641,USD,EUR
999130.421354,USDLTC,19093.6822072,52.4040754039,1114,USD,LTC
1144622.01256,USDXRP,5874226.68128,0.195253929214,1667,USD,XRP
222809.755498,XRPBTC,1130542.59659,0.197075135415,469,XRP,BTC
566400.540973,XRPEUR,2909479.95698,0.194832490209,1033,XRP,EUR
1317997.81209,XRPUSD,6787101.30877,0.19473097429,1478,XRP,USD
