volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
1251205.62953,BTCETH,4463.7187063,279.109090808,1354,BTC,ETH
2197010.89203,BTCEUR,583.38999877,3758.07199076,1889,BTC,EUR
466933.481813,BTCLTC,9486.63892843,49.1822016741,501,BTC,LTC
18164713.2675,BTCUSD,4893.48735568,3721.75633855,5618,BTC,USD
116623.875985,BTCXRP,650053.91302,0.179180551115,278,BTC,XRP
982995.82444,ETHBTC,3520.28204552,279.068680393,1361,ETH,BTC
1819865.2247,ETHEUR,6708.3790393,274.83254755,2719,ETH,EUR
1949061.7951,ETHUSD,7056.33816746,274.93172886,2921,ETH,USD
2516076.32707,EURBTC,669.1587225,3755.69057921,3862,EUR,BTC
3651928.75066,EURETH,13349.5519187,276.388882825,3959,EUR,ETH
268434.230548,EURLTC,5470.23585353,49.0223005079,848,EUR,LTC
355184.663315,EURUSD,300311.11111,1.18216657143,910,EUR,USD
288982.17004,EURXRP,1631357.48058,0.177499913157,668,EUR,XRP
141863.830135,LTCBTC,2886.20508826,49.1469141781,233,LTC,BTC
337793.443414,LTCEUR,6922.824297,48.8256432179,648,LTC,EUR
729649.748372,LTCUSD,15055.8972959,48.3673130841,856,LTC,USD
19465734.6782,USDBTC,5235.27495932,3731.01270753,9625,USD,BTC
2421830.57096,USDETH,8741.82221849,275.730445487,4265,USD,ETH
673813.186978,USDEUR,566795.30485,1.18824690397,1208,USD,EUR
655279.81766,USDLTC,13515.4251305,48.4725879917,966,USD,LTC
770661.177305,USDXRP,4362948.76145,0.17642665733,1071,USD,XRP
169919.862574,XRPBTC,950802.08787,0.178527763861,376,XRP,BTC
261409.052306,XRPEUR,1464734.82063,0.17784266224,573,XRP,EUR
818116.416059,XRPUSD,4620465.93964,0.176378605948,1076,XRP,USD
