volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
1804145.45219,BTCETH,8047.45683601,224.187370822,3122,BTC,ETH
12673283.5516,BTCEUR,3618.14055622,3513.10019784,8506,BTC,EUR
665822.059161,BTCLTC,14131.5029527,46.7894215751,1177,BTC,LTC
78623606.7465,BTCUSD,22231.7478105,3539.44925953,21554,BTC,USD
474212.93323,BTCXRP,2860217.24384,0.166053101414,1116,BTC,XRP
1971037.311,ETHBTC,8816.45670898,223.700476669,3199,ETH,BTC
5635807.17096,ETHEUR,23100.8212436,248.169130419,6867,ETH,EUR
9156655.21321,ETHUSD,37784.066462,245.916042274,9604,ETH,USD
10699317.4257,EURBTC,3041.3270315,3549.07188973,10702,EUR,BTC
5001854.6643,EURETH,20582.1389668,246.015349665,5885,EUR,ETH
1521416.00358,EURLTC,29274.7827636,52.2506102685,2615,EUR,LTC
1613462.16728,EURUSD,1361372.99698,1.18524175073,4124,EUR,USD
954094.341768,EURXRP,5261870.71727,0.180908694251,1825,EUR,XRP
2835357.48796,LTCBTC,60562.3430811,46.9001350944,2920,LTC,BTC
1881913.9677,LTCEUR,36355.1094195,52.0880067854,3713,LTC,EUR
9026656.93002,LTCUSD,172567.005547,52.6020225282,7990,LTC,USD
67452577.7058,USDBTC,19083.1400659,3547.95708352,21982,USD,BTC
8177195.93748,USDETH,33554.3494137,245.965347286,8696,USD,ETH
1019587.64312,USDEUR,857555.8329,1.18848092282,2384,USD,EUR
4159122.64347,USDLTC,80955.2266376,52.1100140351,4275,USD,LTC
2282303.18913,USDXRP,12671179.1105,0.180238024133,3315,USD,XRP
261836.220798,XRPBTC,1580416.72272,0.165716176348,685,XRP,BTC
1553788.44499,XRPEUR,8538188.57304,0.181642720185,2901,XRP,EUR
3239545.22505,XRPUSD,17917257.524,0.181092679236,4031,XRP,USD
