volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
455725.534785,BTCETH,1542.33666391,296.845991351,502,BTC,ETH
4642437.84537,BTCEUR,1091.99422316,4253.77288281,3241,BTC,EUR
289950.354656,BTCLTC,5630.88883635,51.5657068729,379,BTC,LTC
14310893.5268,BTCUSD,3367.92408694,4251.19546283,4937,BTC,USD
1197112.25295,BTCXRP,5119780.49617,0.233164837053,1571,BTC,XRP
511477.519898,ETHBTC,1726.34994197,297.709923257,955,ETH,BTC
952302.14331,ETHEUR,3268.73863699,291.652624754,1427,ETH,EUR
1379214.27825,ETHUSD,4716.43729583,292.401422594,2151,ETH,USD
4351199.49654,EURBTC,1016.74817331,4274.93525999,4897,EUR,BTC
3667200.13886,EURETH,12602.9018111,291.474882756,3355,EUR,ETH
265519.100649,EURLTC,5199.05599505,51.103371823,561,EUR,LTC
164266.061117,EURUSD,140039.74738,1.17315655987,593,EUR,USD
1732460.78241,EURXRP,7570046.91874,0.228509125596,3199,EUR,XRP
274841.438555,LTCBTC,5353.3215116,51.7218652182,259,LTC,BTC
414654.279799,LTCEUR,8126.19364262,51.0101620078,693,LTC,EUR
609353.818465,LTCUSD,11888.8541219,51.2046141479,622,LTC,USD
21611954.6732,USDBTC,5054.49031015,4262.51534108,8004,USD,BTC
1214899.78094,USDETH,4149.91143666,292.664708738,2060,USD,ETH
441374.763191,USDEUR,374990.85936,1.17688489722,827,USD,EUR
479979.161641,USDLTC,9369.81949027,51.1474666667,525,USD,LTC
3573063.11659,USDXRP,15592844.5268,0.229726166471,4265,USD,XRP
1040697.85239,XRPBTC,4467684.19464,0.233261994537,1064,XRP,BTC
1043025.49632,XRPEUR,4556753.81626,0.228177960814,1818,XRP,EUR
2510140.56184,XRPUSD,10901130.3443,0.229370742292,2627,XRP,USD
