volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
954208.468466,BTCETH,3385.84052001,281.737591942,964,BTC,ETH
1583214.37801,BTCEUR,426.0639349,3712.77036118,1343,BTC,EUR
39770.749578,BTCLTC,835.15682267,47.564887851,65,BTC,LTC
12992518.6314,BTCUSD,3521.57127362,3694.99295387,4682,BTC,USD
201959.612068,BTCXRP,1153733.12482,0.174756947689,315,BTC,XRP
865949.350443,ETHBTC,3068.13631025,282.036736807,1142,ETH,BTC
863501.937036,ETHEUR,3019.12766317,285.856759983,2003,ETH,EUR
2126092.48412,ETHUSD,7464.71950071,284.450917549,3117,ETH,USD
1472470.67183,EURBTC,396.73401394,3711.11089348,2461,EUR,BTC
1353993.89146,EURETH,4709.69483663,286.814114725,2307,EUR,ETH
126538.085797,EURLTC,2613.51727084,48.3029553264,331,EUR,LTC
345424.983327,EURUSD,290761.0935,1.18816293882,997,EUR,USD
57443.0715737,EURXRP,324008.650422,0.177240861458,216,EUR,XRP
59174.9857132,LTCBTC,1247.89198914,47.4300491718,107,LTC,BTC
308904.102356,LTCEUR,6388.01390937,48.3005354352,415,LTC,EUR
614909.599694,LTCUSD,12813.9116362,48.0707874016,508,LTC,USD
10992065.2909,USDBTC,2980.55075763,3696.13623693,8509,USD,BTC
2015913.26479,USDETH,7075.95371797,284.834125342,3287,USD,ETH
283174.702567,USDEUR,237442.62308,1.1917827957,465,USD,EUR
494432.520881,USDLTC,10343.0432967,47.8562076271,472,USD,LTC
336521.876417,USDXRP,1912370.93073,0.176161982456,570,USD,XRP
46941.7807265,XRPBTC,270029.034297,0.17372916753,142,XRP,BTC
110920.500038,XRPEUR,627500.93589,0.176667598513,258,XRP,EUR
345885.559242,XRPUSD,1969049.25651,0.175681512126,701,XRP,USD
