volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
1609841.44689,BTCETH,6327.8181021,254.332943369,3012,BTC,ETH
4361773.28897,BTCEUR,1160.09260744,3763.28960977,5389,BTC,EUR
672793.942311,BTCLTC,12896.0352698,52.2684221344,736,BTC,LTC
42083185.7142,BTCUSD,11500.432085,3681.15705627,10823,BTC,USD
240190.03367,BTCXRP,1316338.6929,0.182132094703,619,BTC,XRP
1840576.68993,ETHBTC,7245.14953971,254.101096579,3270,ETH,BTC
2050914.11157,ETHEUR,7875.01173513,259.47814773,4756,ETH,EUR
3464411.67786,ETHUSD,13532.190245,253.439241564,6342,ETH,USD
3584049.0123,EURBTC,948.39233132,3779.87677339,6983,EUR,BTC
1720902.227,EURETH,6582.38535106,260.703284285,4395,EUR,ETH
556983.359156,EURLTC,10376.6220656,54.0491578512,1598,EUR,LTC
892505.709605,EURUSD,764567.64842,1.16756094957,1864,EUR,USD
380082.554867,EURXRP,2034630.14016,0.187235895423,1069,EUR,XRP
438759.804763,LTCBTC,8366.9787215,52.2810093776,612,LTC,BTC
614172.134433,LTCEUR,11329.2050451,53.932842763,1542,LTC,EUR
2180404.83417,LTCUSD,41808.9039741,52.2754856361,2193,LTC,USD
43033071.8278,USDBTC,11715.1475835,3695.71148179,15785,USD,BTC
4595378.20674,USDETH,17935.3341652,254.847978791,6318,USD,ETH
736789.514424,USDEUR,628877.33823,1.17166543057,1858,USD,EUR
2182358.75826,USDLTC,41537.9220821,52.823587344,2244,USD,LTC
776336.613014,USDXRP,4245612.77695,0.183284115646,1470,USD,XRP
227228.431631,XRPBTC,1247817.30186,0.18193563025,637,XRP,BTC
385640.937265,XRPEUR,2069523.4923,0.186621899343,867,XRP,EUR
1047401.29071,XRPUSD,5749555.12463,0.18223821367,1741,XRP,USD
