volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
772924.919233,BTCETH,2851.75517877,271.101891667,1432,BTC,ETH
12516633.8744,BTCEUR,3222.22348702,3901.93643044,6855,BTC,EUR
259549.323145,BTCLTC,4275.45277476,60.694379158,418,BTC,LTC
64435284.7511,BTCUSD,16545.4216935,3912.41623413,15282,BTC,USD
363283.854168,BTCXRP,1843734.8312,0.197165458056,840,BTC,XRP
1070001.30966,ETHBTC,3961.6131118,270.187020702,1680,ETH,BTC
4220521.98031,ETHEUR,15393.9065149,273.738725953,5008,ETH,EUR
6061941.95306,ETHUSD,22196.3899006,273.767904014,7772,ETH,USD
10359445.7479,EURBTC,2653.50013095,3918.02800938,9436,EUR,BTC
6545613.12979,EURETH,24170.6510952,271.990557857,6799,EUR,ETH
1073761.4155,EURLTC,17674.7379704,60.9828776761,2144,EUR,LTC
1045604.97292,EURUSD,875024.13445,1.19441322222,2430,EUR,USD
765521.914175,EURXRP,3860676.9696,0.1981513975,1719,EUR,XRP
355634.543068,LTCBTC,5898.47107978,60.2725416556,564,LTC,BTC
1440018.22783,LTCEUR,23390.1719722,61.614844721,2707,LTC,EUR
3618493.55182,LTCUSD,59291.8563931,61.074651471,3773,LTC,USD
51139769.0359,USDBTC,13106.299283,3916.9069955,15560,USD,BTC
7389151.00808,USDETH,27041.1935441,273.658232389,7694,USD,ETH
1280530.16472,USDEUR,1067327.56552,1.19956782757,2633,USD,EUR
3477036.94927,USDLTC,56909.9573955,61.350198158,3583,USD,LTC
1545867.59029,USDXRP,7777608.27848,0.198696032245,2543,USD,XRP
313249.254385,XRPBTC,1592521.36735,0.196712481437,618,XRP,BTC
1130390.6032,XRPEUR,5690950.87588,0.197955317389,2412,XRP,EUR
1849708.95759,XRPUSD,9322120.95705,0.198365721451,2592,XRP,USD
