volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
750913.645999,BTCETH,2517.99626364,298.421332375,801,BTC,ETH
3144879.92064,BTCEUR,716.39697137,4386.71248895,2433,BTC,EUR
140785.732866,BTCLTC,2609.30860575,54.0050235039,257,BTC,LTC
15833004.9757,BTCUSD,3605.00785684,4395.24026835,4919,BTC,USD
222686.263465,BTCXRP,1090789.4236,0.203752747698,468,BTC,XRP
663630.640508,ETHBTC,2225.09059499,298.457334586,890,ETH,BTC
593098.413297,ETHEUR,2004.00277286,296.253694234,969,ETH,EUR
1602053.64669,ETHUSD,5407.75355368,296.922395644,1653,ETH,USD
3642838.46496,EURBTC,829.92065855,4391.81807577,4480,EUR,BTC
2006137.74234,EURETH,6750.20421715,297.173590722,2080,EUR,ETH
254681.321718,EURLTC,4744.85513393,53.7855655795,572,EUR,LTC
520695.567301,EURUSD,442388.41233,1.1766302836,811,EUR,USD
373939.833519,EURXRP,1840198.31479,0.203039051703,792,EUR,XRP
204993.075243,LTCBTC,3807.92394683,53.8305058643,246,LTC,BTC
217015.773475,LTCEUR,4044.15024569,53.6664508775,527,LTC,EUR
338287.509461,LTCUSD,6302.39269529,53.696025,400,LTC,USD
20452246.851,USDBTC,4652.86803144,4395.13657012,8977,USD,BTC
2083414.88329,USDETH,6987.19030138,297.923259005,1749,USD,ETH
139387.913966,USDEUR,117855.55289,1.18106123656,186,USD,EUR
419188.364287,USDLTC,7826.94032441,53.5997007042,568,USD,LTC
693694.204249,USDXRP,3399804.7884,0.203888173996,1046,USD,XRP
181307.404255,XRPBTC,893495.666116,0.203438279071,291,XRP,BTC
339694.63382,XRPEUR,1685321.34479,0.201987941031,604,XRP,EUR
792382.172054,XRPUSD,3889114.5878,0.203420900383,1044,XRP,USD
