volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
499018.187232,BTCETH,1697.6958593,293.619414419,767,BTC,ETH
4055219.68643,BTCEUR,943.71790812,4295.75239137,2982,BTC,EUR
123735.761484,BTCLTC,2363.04410141,52.3362330283,179,BTC,LTC
23799373.8796,BTCUSD,5543.18583416,4293.79824833,6274,BTC,USD
297961.566584,BTCXRP,1469261.24054,0.202525123813,497,BTC,XRP
490580.304827,ETHBTC,1662.88614635,293.767795025,731,ETH,BTC
796908.573199,ETHEUR,2729.86319219,291.68720249,1138,ETH,EUR
1329602.98255,ETHUSD,4572.6417752,291.456822237,1457,ETH,USD
3555136.61386,EURBTC,826.34065108,4297.43961392,5005,EUR,BTC
1669211.20405,EURETH,5727.85300014,291.521013401,1987,EUR,ETH
258246.433767,EURLTC,4971.06580143,51.994630558,624,EUR,LTC
384356.013271,EURUSD,327741.10841,1.17279953297,728,EUR,USD
325508.352979,EURXRP,1617902.71579,0.201231976432,722,EUR,XRP
187526.34722,LTCBTC,3591.51907611,52.2316655897,304,LTC,BTC
277810.264339,LTCEUR,5345.43258343,51.9600997779,558,LTC,EUR
548651.398916,LTCUSD,10543.9335018,51.9798042705,562,LTC,USD
29841174.4156,USDBTC,6945.51094799,4297.12415684,14167,USD,BTC
1513844.52763,USDETH,5197.86967115,291.857209994,1681,USD,ETH
226302.180292,USDEUR,192516.38339,1.17491666667,333,USD,EUR
360459.471003,USDLTC,6922.9042684,52.0482329317,498,USD,LTC
443777.446438,USDXRP,2202150.35709,0.201589476117,649,USD,XRP
181463.778177,XRPBTC,897517.702785,0.202258746086,302,XRP,BTC
272402.59368,XRPEUR,1358778.38423,0.200438735009,561,XRP,EUR
876927.102846,XRPUSD,4369383.25119,0.200720181818,935,XRP,USD
