volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
1041689.15879,BTCETH,3378.74475863,308.356604812,1636,BTC,ETH
5757993.06217,BTCEUR,1435.04109437,4018.29701549,4578,BTC,EUR
86934.6792591,BTCLTC,1541.60980729,56.3998739498,249,BTC,LTC
26336506.3907,BTCUSD,6492.26713312,4056.28817758,9866,BTC,USD
427266.289745,BTCXRP,1996789.3046,0.213759371588,804,BTC,XRP
2199440.46763,ETHBTC,7131.1454695,308.231816756,2886,ETH,BTC
1568408.14281,ETHEUR,5248.51839123,298.92533436,2581,ETH,EUR
3054637.9483,ETHUSD,10206.0857364,298.729591736,4066,ETH,USD
5590727.2012,EURBTC,1374.11676031,4063.14902668,6782,EUR,BTC
6203810.42479,EURETH,21141.6147418,294.878730801,6874,EUR,ETH
615612.342188,EURLTC,11273.5217165,54.4678148113,1748,EUR,LTC
727743.78921,EURUSD,616387.67901,1.18058168495,1276,EUR,USD
833903.704036,EURXRP,4077948.68134,0.204832899565,1984,EUR,XRP
102563.028274,LTCBTC,1817.3336465,56.3901826834,278,LTC,BTC
408341.19104,LTCEUR,7431.76756631,54.6841212469,795,LTC,EUR
1343750.89336,LTCUSD,24999.9596978,53.9092202729,1539,LTC,USD
34851097.6674,USDBTC,8566.0352252,4059.4514132,12638,USD,BTC
7562723.97284,USDETH,25312.1259444,298.517628588,7038,USD,ETH
616047.276779,USDEUR,519636.76686,1.18533215349,873,USD,EUR
1162330.77862,USDLTC,21242.175947,54.7597838172,1619,USD,LTC
1796116.05997,USDXRP,8738597.20961,0.2053596202,2396,USD,XRP
365567.259891,XRPBTC,1703855.92383,0.214167942306,579,XRP,BTC
690948.306069,XRPEUR,3370515.30315,0.20480775716,1284,XRP,EUR
2066481.51403,XRPUSD,10054654.0445,0.205967309454,2401,XRP,USD
